idx,id,title,caption,created,filesize,duration,clip_id,total_comments,total_plays,total_likes,thumbnail
29,242817477,En Maler (A Painter),"A short film by Hlynur Pálmason.

Synopsis: 
We follow a painter, a successful artist living alone and isolated. Driven only by his work, he finds himself lost when he’s forced to deal with his unannounced son and other outsiders that stand in the way of his work and get him out of balance.

Starring: 
Ingvar E. Sigurðsson
Elliott Crossett Hove

Writer & Director: Hlynur Pálmason
Producer: Julie Waltersdorph Hansen
Cinematographer: Maria Von Hausswolff
Editor: Julius Krebs Damsbo
Sound Designer & Composer: Lars Halvorsen

Full credits here: 
http://www.hpalmason.com/-cast-and-crew/

Production: The Danish Film school

Duration : 30 minutes / Language: Danish, Icelandic, English / Subtitles: English / Format: 16mm COLOR

Other work:

Winter Brothers:
facebook.com/winterbrothers.vinterbrodre/
https://vimeo.com/233574770

A White, White, Day:
facebook.com/awhitewhiteday/

more info, please contact my producer; Anton Máni Svansson, anton@joinmotionpictures.com",2017-11-14T15:39:52-05:00,2474260912,1800,242817477,5,42980,263,https://i.vimeocdn.com/video/667133613_780x439.webp
30,244240061,Or noir.,"Made with Hasim Akbaba for Oxmo Puccino's Carte Blanche at l'Institut du Monde Arabe in Paris.
with awesome sound design by zing audio and music by Stéphane Monteiro !

« Or noir » is about showing through an artistic representation, the feeling of breathlessness, drowning, eclipse undergone by the culture, the arts, and the various domains in which the Arab world was able to shine and still shines.",2017-11-23T12:44:51-05:00,487675537,163,244240061,41,28459,1138,https://i.vimeocdn.com/video/669057436_780x439.webp
31,243883632,SLURP,"L'histoire d'une mignonne petite langue qui s'échappe de la bouche de son humain pendant la nuit.
The story of a cute little tongue who escapes from the mouth of his human during the night.

Réalisateurs : Paul AUTRIC, Pedro PILLOT, Chloé PLAT, Juan Pablo DE LA ROSA.

Mails:
Chloé Plat:                           chloe.plat@hotmail.fr
paul Autric:                          paul.autric@gmail.com
Pedro Pillot:                         pillot.anim@gmail.com
Juan Pablo De La Rosa:      juanpdelar@hotmail.com
Simon Chapuis:                    simon.chapuis1@gmail.com


Chloé Plat tumblr : https://chloesangria.tumblr.com/
Paul Autric blog   : paulatk.blogspot.fr",2017-11-21T11:15:08-05:00,131059136,110,243883632,22,45483,818,https://i.vimeocdn.com/video/668534735_780x439.webp
32,244052622,Parasitic endeavours (2017),"Parasitic endeavours (2017)
Sounddesign by Matthias Urban (matthiasurban.com)
www.facebook.com/simonchristophkrenn",2017-11-22T09:33:47-05:00,397046511,100,244052622,56,121860,2698,https://i.vimeocdn.com/video/668359653_780x439.webp
33,243715179,Herman Miller: Ward Bennett at 100,"Celebrating the centenary—and new Phiadon monograph—of Ward Bennett a design renaissance man.

Client: Herman Miller

Produced by: Dress Code  (dresscodeny.com)
Executive Creative Director: Dan Covert 
Director: Wes Ebelhar
Executive Producer: Brad Edelstein
 Head of Production: Tara Rose Stromberg 
 Design: Elena Chudoba, Peter Harp, Simone Noronha, Wes Ebelhar
Animation: Wes Ebelhar , Rasmus Löwenbrååt, Wei-Shen Wang

Music & Sound: YouTooCanWoo 
VO: Ward Bennett from an archival interview courtesy of Dr Barbaralee Diamonstein-Spielvogel

Check out the full story:
https://www.hermanmiller.com/stories/why-magazine/ward-bennett-at-100/",2017-11-20T14:47:58-05:00,163512767,126,243715179,22,33076,2284,https://i.vimeocdn.com/video/667924515_780x439.webp
34,242337463,500 MILES,"TEXT 500MILES TO 71777 TO DONATE AND SUPPORT OUR MISSION

The purpose of this innovative short film is to start a new, universally-understood conversation around the necessity of struggle, challenge and perseverance as they relate to creating meaning in one's life - without one, you cannot have the other. The 500 Miles film communicates the importance of this concept by telling the story of the un-purposed wild mustang and the un-purposed veteran, following both as they learn to face and navigate challenges, with the ultimate goal of discovering what their greater purpose in life is. For these mustangs, the arduous 500 mile journey through New Mexico and Arizona was their purpose-defining challenge, but we all have our own version of a ""500 mile journey"". It's the moments in life when we choose to buck up instead of give up. When we choose to take the unbeaten path instead of the easy road. It's the moments that force us to take a hard look at ourselves, and the decisions we have been making, and decide if we have been letting life happen to us, or for us.

So, the question is: What's your 500?

https://www.heroesandhorses.org

Characters: 
Grant Golliher
Ramon Becerra
Brendon Clark
Russ Lewis
Landon Ames
Austin Mandlebaum
Mike Reilly
Micah Fink

Director: Josh Fletcher
Cinematographer: Michael Eldredge
Producer: Cale Montrone
Associate Producer: Chris Douglas
Field Producer: Tony Hagedorn
Art Director: Souk Mounsena",2017-11-10T22:16:22-05:00,10457088410,2232,242337463,43,209142,1250,https://i.vimeocdn.com/video/666167629_780x439.webp
35,228236677,SEATREKKING -Trekking the Ocean,"www.aetem.de

“We travel along the coastline for several days. All we need fits in our waterproof and floatable backpacks. We set out to explore nature and what we carry with us is reduced to a minimum. We dive deep into the ocean and swim along wild cliffs, discovering untouched beaches where we spend our nights under the clear sky.”        - Bernhard Wache, Founder of Seatrekking.

It has been almost twelve years since Bernhard and a group of friends started developing a new sport they ended up naming SEATREKKING. It began with the simple idea of spending as much time as possible near and in the ocean.

Over the years Seatrekking became more than a sport. It became a philosophy.
If you would like to learn more about Seatrekking, please check out:
www.aetem.de

BTS
http://www.cedricschanze.com/seatrekking/

CREDITS

Director & Cinematographer
Cedric Schanze / www.cedricschanze.com /  Instagram @cedricschanze

Idea & Co-Director 
Martina Schlüter

Executive Producer
Martina Schlüter
Bernhard Wache


Editor & Sounddesign
Noir Films / www.noir-films.com
BLACKTRI: AUDIO / www.blacktriaudio.de

Music
A.Taylor 

Text
Linda Moers

Voice
Gabriel Walsh

Athletes /Seatrekkers
Lina Zangers
Bernhard Wache
Bjoern Brand
Max Goldschmidt
Lucas Haftner
Jonas Oesterle



Many thanks to
Dive Center Beli ( Cres, Croatia)
Aquanautic Dive Center Tenerife

Supported by
AETEM - Trekking the Ocean
www.aetem.de",2017-08-03T11:36:15-04:00,956904373,255,228236677,36,47498,1256,https://i.vimeocdn.com/video/668947974_780x439.webp
36,244171658,Delphi,"Are we losing our personal autonomy, as our every move is registered and analyzed by algorithmic technology? A tech prodigy and his best friend are confronted with such questions, when their new app becomes a global success. Delphi is a smart scifi-film that takes our growing technological dependence under careful scrutiny by telling a high paced and highly realistic tale of an app capable of predicting our wants and needs.

CAST

Sigurd: Simon Bennebjerg
Nikolaj: Adam Ild Rohweder
The Norwegian: Henrik Holmen
Martin Krasnik: Martin Krasnik

CREW

Director		Søren Peter Langkjær Bojsen		
1. AD		Henrik Danielsen		
2. AD 		Casper Wind 		
				
Producer		Birgitte Rask		
Production Manager		Melanie Dastmalchi		
Coordinator		Laura Hancock		
Production assistant		Laura Valentiner		
				
DOP		Jonatan Mose		
Focus puller		Gustav Meiling		
Focus puller		Kasper Bundvad 		
DIT / video assistant		Robin Holtz		
BTS / 2. unit photography		Rasmus Rørbæk		
				
Boom operator		Denis Lundgreen Eliassen		
Sound Design		Frej Volander Himmelstrup		
Sound Design		Anders Norddal Jendresen		
				
Best boy		Viktor C Jensen		
Best boy 		Kristoffer Bruun 		
Best boy		Lukas Aabel 		
				
Production Designer		Mille Fischer Christensen		
Props assistant		Henriette Wybrandt		
Stylist 		Emilie Galsgaard Dinesen		
				
Editor		Carla Luffe 		
Colour grader		Hannibal Lang 		
VFX 		Thomas Irving		
VFX 		Frederik Meincke Larsen		
Logo / logo animation 		Martin Fink 		
				
Scriptwriter		Anna Louise Petersen Amargrós		
Scriptwriter		Søren Peter Langkjær Bojsen		
				
Composer		Gustav Rasmussen		

OPENING MONTAGE VIDEO CREDITS

Yantra (1957) 
Video art by James Whitney

Are we in control of our own decisions?
TED-talk with Dan Ariely

Prime Spirals 
Numberphile Video with James Grime

Reciting pi to 1337 decimal places
by Sarah Cubing

Epic conway's game of life 
by emanuele ascani

Nyan cat 
by Chris Torres 

VIDEO END CREDITS
blooming flowers datamosh 
by sowta",2017-11-23T03:34:07-05:00,3952819275,1560,244171658,28,26411,485,https://i.vimeocdn.com/video/668507986_780x439.webp
37,243605444,Pregnant Pause,"Starring Alexandra Roach, Nathan Stewart-Jarrett, Jake Davies and Sally Phillips
BAFTA Longlisted
OFFICIAL SELECTION:
BFI London Film Festival
Underwire Film Festival - nominated for Best Actor
London Short Film Festival
Palm Springs International Shortfest
Flickers' Rhode Island International Film Festival
Fastnet Film Festival - won the Jack Gold prize for Best Direction awarded by Lenny Abrahamson
British Short Film Festival, Berlin - nominated for Jury Award, Best Short Film, Honorable mention
LOCO Film Festival
Encounters Film Festival
Maryland International Film Festival
Dingle International Film Festival
Hackney Attic Film Festival
Aesthetica Film Festival
Latitude Festival
Lublin Film Festival
Nottingham International Film Festival
This is England: Festival du Court-metrage Brittanique de Rouen
The Shortest Nights
London Independent Film Awards - Best Short Film
Two Short Nights
Another Independent International Film Festival, Wisconsin
Revolution Me Film Festival
Indy Film Fest 
Breakthroughs Film Festival
OpenEyes Filmfest 
Independent Women Films
Santa Fe Film Festival
Festival Alto Vicentino

aliceseabright.com/pregnantpause
pregnantpausefilm@gmail.com

Film London. Sky. 13 mins. UK. 2016.

Producer: Anna Hargreaves
Writer & Director: Alice Seabright
Director of Photography: Nicola Daley
Production Designers: Gini Godwin & Sophia Stocco
Editor: Meredith Mantik
Composer: Roly Witherow
Sound Designer: Gustaf Jackson
Costume Designer: Holly Smart
Casting Director: Theo Park
Colourist: Jonny Tully

Poster design by Louise Z Pomeroy",2017-11-20T02:12:44-05:00,1238572998,786,243605444,31,32260,483,https://i.vimeocdn.com/video/667793183_780x439.webp
38,241555617,Zügel The Hügel // Full Part // BIRDS BRIGADE,"Full Birds Brigade Movie will be online on November 10th.

""Zügel the Hügel"". Moving Hills. Stopmotion animation meets skiing and snowboarding.

Concept/Idea: Sämi Ortlieb
Camera: Sämi Ortlieb, Marius Zweifel
Postproduction: Sämi Ortlieb
Music: Jere Landolt
Riders:
Silvan Zweifel, Sämi Ortlieb, David Ortlieb, 
Yanick Leuzinger, Andri Brugger, Domi Rhyner",2017-11-06T13:05:51-05:00,477010059,227,241555617,13,14131,319,https://i.vimeocdn.com/video/665177004_780x439.webp
39,242193448,Adidas - The Splits,"Journey to Tokyo and beyond in this visual piece from filmmaker Patrik Wallner. 'The Splits' showcases the adidas Skateboarding Japan team and introduces their newest team rider, Shin Sanbongi. 

Directed, Filmed, Edited by Patrik Wallner

Additional Skateboarding Filming by Hidenori Tanaka

Featuring: Shin Sanbongi, Kota Ikeda, Laurence Keefe, Yoshiaki Toeda, Issei Kumatani, Seimi Miyahara, and Hiroki Muraoka. 

Illustrations by Phoebe King

Music by Hubrist and vocals by Hidenka

Original Link: http://a.did.as/600987FFb",2017-11-10T02:41:38-05:00,1740519229,433,242193448,42,33913,2036,https://i.vimeocdn.com/video/665997171_780x439.webp
40,241734384,PLANT ROOM,"by Jeron Braxon & Julian Glander


Plant Room moves a 360 camera through four virtual environments, each one increasingly saturated with technology and decreasingly populated by actual organic life. As a transparent eyeball, the viewer is encouraged to examine these environments from every angle, while contemplating the necessary trade-off and balance between digital stimulation and oneness with nature. 

JB:
http://Jeronbraxton.com
instagram.com/jeronbraxton

JG:
http://glander.co
instagram.com/glanderco


Special thanks to PEACHCURLS (@PEACHCURLS)",2017-11-07T12:46:57-05:00,766829893,195,241734384,14,28856,769,https://i.vimeocdn.com/video/665427562_780x439.webp
41,241055783,"""Lovers Sleep Together"" -- Sneak Preview Episode of 'The Eyeslicer'","""One of the craziest TV shows you'll ever see. It could revolutionize short film distribution."" -Indiewire

Fresh off its premiere at the 2017 Tribeca Film Festival, THE EYESLICER is a new hourlong 'secret TV show' from the bizarre minds of Dan Schoenbrun and Vanessa McDonnell (COLLECTIVE:UNCONSCIOUS). Like an Internet-age spiritual successor to MTV’s beloved 120 MINUTES & LIQUID TELEVISION, this ten-episode series aims to create an online safe haven for boundary-pushing, transgressive, proudly weird American filmmaking. 

From vérité documentary to amateur computer animation; surreal horror to remix video art; haunted high school yearbooks to Sasquatch birth rituals; time traveling cats to live web streams of your own birth -- if it sounds too strange for Netflix, chances are you'll find it on THE EYESLICER.

To watch the full ten-episode, ten-hour first season of The Eyeslicer for the price of an email address, visit http://www.theeyeslicer.com/secret_code and answer the following trivia question: Who does 'Twin Peaks' and 'Sunset Boulevard' have in common? (answer in one-word, all-caps).

""Lovers Sleep Together"" is the 8th episode of the series. It's all about love, relationships, and sex. It features: 

""Gwilliam,"" dir. BRIAN LONANO (vimeo.com/brianlonano) --
""Skunk,"" dir. ANNIE SILVERSTIEN (vimeo.com/user2753413)
""Chocolate Heart,"" dir. HARRISON ATKINS (vimeo.com/harr)
""I Met My Husband in the Middle of the Sea,"" dir. OLIVIA WYATT (vimeo.com/oliviawyatt)
""When We Lived in Miami,"" dir. AMY SEIMETZ
""LOVEWATCH,"" dir. HARRISON ATKINS (vimeo.com/harr)
""Genital Health #2"" dir. COLIN HEALEY & IZZI GALINDO (vimeo.com/colinhealey)

Opening credits by ORNANA (vimeo.com/ornana)
Theme song by CRYING (wearecrying.bandcamp.com/)
Closing credits by C. SPENCER YEH (vimeo.com/cspenceryeh)

Read a Q&A with The Eyeslicer co-creator Dan Schoenbrun on Vimeo's blog: https://vimeo.com/blog/post/The_Eyeslicer_A_Secret_TV_Show",2017-11-02T14:58:27-04:00,3367913862,3242,241055783,11,42317,290,https://i.vimeocdn.com/video/665219952_780x439.webp
